"breweryId","venueId","checkinId","breweryName","breweryLocation","breweryState","breweryLat","breweryLng"
11028,66264,630206475,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,67273,633248959,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,67273,632320124,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,67273,631783298,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,67330,629356596,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,67330,630451600,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,67415,633357671,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,68734,593759423,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,70931,629038198,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,72372,580601492,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,72528,628779322,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,72825,632286968,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,73650,616451667,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,73650,620734689,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,73650,625123721,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,73650,620737656,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,75918,630147480,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,75918,629380300,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,75918,630147963,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,77049,630196420,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,77168,633048681,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,77356,629053173,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,77876,631129267,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,82467,617465547,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,83694,627203863,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,83986,579391531,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,84179,631977465,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,86143,621956391,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,86761,632305585,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,86761,632873868,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,86761,632651062,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,87414,628010744,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,87414,629771653,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,87530,631786012,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,87635,625197333,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,89573,632646927,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
